league_id,league,sleeper_id,player,position,nfl_team,return_roles,dual_role_offense_return,return_projection_points,confidence,roster_state,offensive_depth_rank,offensive_depth_position,offensive_role_source,injury_status,practice_participation
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,12536,Jaylin Noel,WR,HOU,KR+PR,True,0.0,HIGH,PREDRAFT,3,SWR,Sleeper depth chart,Questionable,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,5995,Justice Hill,RB,BAL,KR,True,0.0,MEDIUM,PREDRAFT,2,RB,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,9511,Keaton Mitchell,RB,LAC,KR,True,0.0,MEDIUM,PREDRAFT,2,RB,Sleeper depth chart,Questionable,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,9757,Kendre Miller,RB,NO,KR,True,0.0,MEDIUM,PREDRAFT,3,RB,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,7567,Kenny Gainwell,RB,TB,KR,True,0.0,HIGH,PREDRAFT,2,RB,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,11637,Keon Coleman,WR,BUF,PR,True,0.0,MEDIUM,PREDRAFT,3,LWR,Sleeper depth chart,Questionable,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,8134,Khalil Shakir,WR,BUF,PR,True,0.0,HIGH,PREDRAFT,2,SWR,Sleeper depth chart,Questionable,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,11647,Kimani Vidal,RB,LAC,KR,True,0.0,MEDIUM,PREDRAFT,3,RB,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,8150,Kyren Williams,RB,LAR,PR,True,0.0,MEDIUM,PREDRAFT,1,RB,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,11635,Ladd McConkey,WR,LAC,PR,True,0.0,MEDIUM,PREDRAFT,1,SWR,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,12544,LeQuint Allen Jr.,RB,JAX,KR,True,0.0,MEDIUM,PREDRAFT,3,RB,Sleeper depth chart,Questionable,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,12519,Luther Burden III,WR,CHI,KR,True,0.0,MEDIUM,PREDRAFT,2,RWR,Sleeper depth chart,Questionable,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,8800,Malik Davis,RB,DAL,KR,True,0.0,LOW,PREDRAFT,2,RB,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,11610,Malik Washington,WR,MIA,KR+PR,True,0.0,HIGH,PREDRAFT,1,SWR,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,10232,Michael Wilson,WR,ARI,KR,True,0.0,LOW,PREDRAFT,2,RWR,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,9487,Parker Washington,WR,JAX,PR,True,0.0,HIGH,PREDRAFT,1,SWR,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,12489,RJ Harvey,RB,DEN,KR,True,0.0,MEDIUM,PREDRAFT,2,RB,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,11570,Rasheen Ali,RB,BAL,KR,True,0.0,HIGH,PREDRAFT,3,RB,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,8676,Rashid Shaheed,WR,SEA,KR+PR,True,0.0,HIGH,PREDRAFT,2,RWR,Sleeper depth chart,,
1359546418284494848,12-Team 2-Keeper — League Is Rigged V2,11575,Ray Davis,RB,BUF,KR,True,0.0,HIGH,PREDRAFT,3,RB,Sleeper depth chart,,
